FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
650028,183933,6282.822,883,18201.27,1375.771,-145.6484,6731.871,869.2305,604.7183,3285.661,1671.061,244693,53797,9447.567,1237,27275.67,2275.637,70.99743,10876.64,1197.796,-11.7833,6305.058,3837.067,50,6.357
729244,160545,1770.498,326,21460.83,1571.056,-281.8866,2079.28,1429.216,424.8666,-203.2535,425.8665,255822,45388,2694.998,603,28461.76,2028.073,-157.9056,4100.606,2601.196,973.7993,1495.147,1169.705,52,15.321
491801,215730,1379.81,881,25434.58,858.8839,66.02354,2801.859,1084.816,609.1416,1775.063,2040.553,184605,63623,2119.454,1615,38094.16,1369.068,224.0199,5429.734,1816.459,9.330764,5411.568,1988.565,48,18.055
963819,163716,1434.64,986,36260.85,10496.93,-375.4778,13686.49,1274.393,1226.459,4604.804,-320.764,324870,47470,1875.149,1564,48710.5,16443.76,-414.9134,22872.93,1554.74,2053.709,10263.65,-2130.273,53,43.565
950625,108871,854.925,550,24269.52,3619.31,143.5526,4492.574,464.2364,718.3706,2133.59,1256.855,305509,28670,1033.174,784,32257.5,5511.08,432.6628,6704.322,172.6232,1429.532,3526.645,1742.172,49,44.965
975493,213140,4223.567,1199,28758.47,1334.966,-143.6348,3131.524,2612.118,1261.623,10669.87,-645.3993,343218,66050,6319.492,2386,43115.58,1807.336,404.7493,5393.083,3713.137,1017.143,17502.72,1488.116,56,46.874
858516,152329,9229.995,1745,37546.03,3335.899,-89.34249,4577.326,1916.836,486.6934,1849.134,109.3145,287265,43025,11618.38,2384,53678.87,4127.1,499.1078,7795.761,2827.565,1012.838,2128.72,1856.72,49,49.259
842802,159503,658.9754,961,34960.11,-658.3819,248.1953,1901.635,756.9061,747.6816,2520.037,5490.624,301712,43203,1054.411,1996,51877.96,-1176.44,463.3186,3468.733,1282.6,998.9947,4666.456,9222.807,49,49.895
821213,121363,4941.658,914,13481.37,572.2663,285.1698,1891.466,451.8979,290.4852,3321.402,157.7844,284021,33845,7770.855,1103,19857.46,916.6818,773.6567,2265.566,529.2859,1317.927,4156.384,647.2886,51,94.423
555623,218475,1201.981,406,13569.22,1173.787,-209.7189,2492.146,1281.416,1113.881,5161.891,-22.49578,228040,64431,1429.892,1038,21012.09,1201.296,-239.7064,3717.716,2280.899,1194.981,8507.706,2311.496,51,94.917
825709,221558,349.7875,1395,38850.23,-373.9244,262.7531,474.5943,792.0796,821.3779,386.969,450.8211,299705,66587,712.1949,1855,56492.36,-284.4164,631.2142,1247.512,1592.678,1924.013,1842.859,100.3876,53,96.078
773161,172137,3166.67,970,33300.61,989.996,-15.72812,3778.736,1117.026,210.7486,349.5633,28.37518,261757,47214,3885.453,1465,47314.88,1584.189,-26.54519,5085.605,1959.509,548.8859,1990.708,-52.77466,48,108.26
846233,131029,575.4912,690,25866.02,919.6499,206.336,1014.985,955.2743,1417.45,791.8542,687.3442,306737,37095,1055.849,1058,38372.24,1680.021,487.253,2035.464,1667.476,1453.492,3019.974,592.8082,49,112.138
894888,178840,1492.72,403,13414.81,3974.652,213.2132,4768.106,1723.057,1400.73,1841.205,1513.751,329326,53197,2794.555,823,20728.31,6790.592,483.637,7951.819,2941.186,3219.782,4069.315,1701.342,51,113.83
880622,128291,1796.467,911,21620.04,35.39131,35.32023,2149.527,42.7387,684.3965,5203.65,476.8214,290799,36365,2749.25,1336,28857.62,862.3771,159.2685,3889.202,89.37206,76.47863,11026.84,291.8994,50,119.874
354962,174525,470.127,291,26848.7,-339.4384,42.06046,2089.541,709.5982,-239.9735,2884.69,775.8932,115373,51732,954.9101,511,42343.43,-250.6651,-86.88972,2864.874,1895.062,-286.5029,5728.179,885.0884,42,125.018
840423,156764,721.2408,632,19821.68,568.6882,117.4036,1002.475,647.6065,414.3375,3095.189,-53.67263,303630,49596,1434.284,985,30169.82,85.39909,904.6367,995.5244,902.2507,-541.7236,4879.923,2115.352,53,126.869
875529,150441,546.2307,536,25813.13,3714.251,209.2835,4166.95,670.0196,934.4848,1461.996,2052.944,296406,43498,463.6586,939,33291.91,6053.787,429.4767,8095.132,1063.088,2429.826,3055.409,3913.844,54,143.802
824116,139938,345.521,473,23496.5,-448.7032,74.61604,852.3981,599.6101,938.7719,3956.386,1052.803,288229,41314,164.446,1079,33596.27,-469.4342,621.8263,1479.647,824.9455,1493.358,9108.572,1743.481,51,156.735
652283,158538,1529.729,927,35614.13,3802.302,-292.2149,5157.101,543.08,204.6421,2956.666,310.0732,225730,44770,2103.877,1944,48234.1,7845.454,-839.886,7906.159,580.5438,-427.8731,7409.351,-1978.845,50,157.342
829715,122918,12355.51,1488,17809.81,2837.828,-264.725,4396.565,948.6611,479.175,2240.894,26.95968,269367,34551,18635.11,2469,25071.21,4055.592,-411.4051,7970.839,2321.565,493.5298,2693.314,758.6724,46,160.677
885415,171978,773.9815,1176,38367.47,1232.645,-50.38463,1364.495,974.9674,1433.148,1161.667,-1247.239,296651,49326,1128.248,1886,55962.72,2057.522,295.9401,1903.493,824.5812,2161.707,1831.784,-1306.947,49,168.296
418773,129208,5514.831,860,21564.28,1978.558,-29.77398,5409.074,726.0715,415.219,1760.199,229.1742,126982,37079,8386.405,1377,31204.96,2996.425,484.377,9784.623,1262.375,1014.651,2512.005,1555.174,42,172.074
1031967,200227,283.7715,576,11702.58,-402.1165,-89.00453,375.4357,706.4788,-301.037,1502.956,1893.692,358575,60219,578.7203,1053,16965.81,-590.9505,-165.1533,608.963,1010.362,-80.28954,5270.238,1838.471,50,172.341
