FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
715017,186992,938.9573,995,24782.45,222.1058,-243.2652,427.4143,520.791,1098.189,14684,150.4648,331851,72125,1677.139,1591,44880.22,355.0303,-308.554,-47.40741,1602.817,1258.194,30868.4,879.693,70,17.052
961550,234910,1472.997,682,12708.49,2637.859,650.5369,585.047,224.4824,760.8468,3797.086,1201.76,390495,79384,1962.818,1590,22018.11,5275.41,1164.653,2030.72,228.1222,-2862.441,6087.465,1294.275,58,56.706
662295,250016,32527.29,4484,89678.8,3075.537,338.1484,676.7313,1943.475,628.5137,-1548.042,4770.66,317496,94177,56432.89,9065,171301.7,10104.46,103.5789,2138.261,3324.233,2949.293,-2934.418,5736.038,60,76.933
870665,147604,4101.325,1048,35033.07,-146.6733,130.7237,714.9177,1896.868,-198.6634,14040.72,2690.625,377953,50309,6375.41,2022,56677.46,1793.677,401.9998,1071.572,2291.633,97.02613,33656.5,3572.194,58,77.298
964043,160153,846.8723,1021,24662.07,1574.667,42.6053,172.0416,851.7822,1568.952,18224.37,1626.037,396502,57536,453.1193,1711,41095.56,2930.046,552.186,629.5116,1980.843,3784.088,36711.52,2342.909,62,77.973
180880,176082,3348.317,712,27705.75,153.8135,81.00027,561.5043,672.252,748.9398,877.1063,573.6719,96347,70853,7290.215,1436,55156.23,746.2091,804.6152,1652.349,1061.686,-410.1595,4527.076,584.7354,58,79.115
503305,216103,1872.434,900,29023.77,52.76424,-112.8759,647.202,915.1701,2294.708,16793.78,2833.301,245055,77599,4038.888,1886,50790.13,981.8968,-206.1529,2756.827,1651.35,1625.685,39007.27,5530.805,62,81.202
776595,192162,39401.67,4598,30481.82,3385.141,265.225,188.4459,1071.883,2543.62,27820.66,2447.111,340750,75938,65457.29,7866,53595.18,7207.052,303.0948,735.0518,2155.917,2047.588,62830.53,2013.971,60,157.203
876728,179887,290.1996,768,33218.47,1364.433,227.0534,-342.165,299.0791,1098.165,3681.588,349.434,358174,64514,-56.83535,1664,57212.08,-93.73597,1120.133,-1499.43,815.2,-1640.712,2717.815,6352.972,68,163.395
303311,223906,2825.08,928,30004.95,2077.621,36.63674,247.1767,308.3269,2388.678,10214.31,2197.141,120392,83816,4815.852,1721,56370.48,3956.445,-134.055,975.514,1387.49,5400.69,22655.9,4039.322,44,164.203
