FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
894389,140052,2325.929,707,30644.72,3198.229,109.2005,7341.387,1669.43,1643.022,8455.639,-1228.929,306999,42158,3266.002,1561,44360.28,4677.626,-62.36685,11565.15,2782.45,62.03866,14737.97,-894.8895,53,0.653
376852,156041,531.9995,539,7658.534,707.7602,-20.25789,2176.318,83.25185,-8.806549,4236.437,54.1403,136275,47589,857.9955,1387,13183.82,964.9488,-78.28745,3817.71,272.8374,-926.4637,5855.98,1698.04,52,1.022
982042,181895,352.9129,766,33725.32,-939.5129,51.9121,1198.349,1189.93,460.9517,4192.7,3125.062,353320,58869,489.7904,1379,47367.12,-1222.868,205.3854,1494.87,2311.069,1572.443,9175.609,5050.487,58,3.404
956554,169435,3166.206,728,20267,657.1668,34.62428,4968.087,819.0606,1588.85,22939.19,-504.6458,317153,49757,5415.278,1529,28441.36,1044.786,167.5121,7380.603,447.8799,2271.183,37687.82,641.6164,52,6.043
954254,175952,282.9613,238,17290.06,672.8279,128.2654,3260.033,731.6119,242.0574,3178.771,1580.883,313713,52109,340.0217,604,22949.57,1618.203,335.3243,4932.719,1015.069,-125.193,5281.189,2687.13,53,8.218
308551,298444,833.4613,294,9179.794,-392.246,360.8844,354.2839,1238.054,-40.66964,-64.0145,2262.156,118077,97294,1434.613,1114,12917.1,-627.2114,334.2385,742.7564,2487.344,-694.6517,1422.508,4302.423,51,9.243
745926,181972,2033.959,721,18029.2,1711.268,-76.35681,5499.635,1273.036,1546.605,21601.95,2735.258,275533,57232,2521.773,633,27079.29,2981.017,200.7231,9329.251,2211.701,2114.631,39043.16,3430.597,55,17.185
340059,225735,759.9572,111,3681.509,-315.8761,-82.43945,-75.99369,1336.096,491.7065,785.8359,2779.221,143635,81677,1313.186,572,5198.112,-345.7973,-133.8254,165.3985,2573.64,1966.553,1748.813,5476.911,58,20.805
443613,175494,495.3178,174,4493.713,393.5253,50.4947,1982.137,181.2432,1066.376,8586.947,471.2812,163759,59886,883.6723,204,7471.784,584.0598,210.2851,3706.205,383.7248,1814.825,16635.86,1191.988,52,24.891
699223,115661,1907.231,319,10490.77,1152.997,-212.759,4246.656,773.9333,43.4738,4970.072,1017.22,236431,33967,3419.225,369,15138.27,2974.693,133.4054,7522.405,802.4704,23.70965,10803.36,191.4534,54,26.805
