FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
531204,196034,6961.167,917,20474.56,99.46048,146.247,478.018,1281.808,2606.177,11398.79,2893.809,214881,68638,12804.38,1844,36032.04,-1110.429,13.94714,-1478.909,3011.186,2120.206,23405.4,8097.855,63,14.592
527099,143657,2673.808,548,15065.55,-498.0249,494.8824,449.9763,810.5379,436.1857,-529.4063,2022.274,204472,48919,4984.219,1658,24532.64,-1292.451,1060.324,-388.2983,1720.439,-458.603,-1652.065,4100.561,59,19.814
457015,185995,16037.63,1599,16902.15,439.3871,-82.31928,390.9174,1405.562,1345.515,13013.43,515.4913,178858,66657,27915.07,3414,30535.03,1166.441,-297.2286,892.5434,2161.977,503.9931,28978.1,126.2697,58,25.292
364639,151673,16808.51,1967,15726.24,44.96465,-128.8539,1192.063,1082.021,1832.311,13393.73,9020.547,153409,55746,27376.73,3775,28764.91,-537.6022,207.6221,2387.569,1111.17,-1756.927,26931.42,6685.64,61,51.605
523761,140664,10706.75,1245,11255.71,351.7442,-35.84931,190.0999,1273.262,1767.369,1041.899,-383.4997,204402,49554,18186.41,2363,23243.09,595.9112,94.94357,-1101.924,2071.675,2421.979,2657.145,-1800.89,60,86.803
334408,143997,6458.403,1030,9415.035,-177.6595,264.6165,1021.734,1641.798,1524.387,4305.146,-360.2898,138039,52806,10004.13,1548,14196.86,-780.8071,1085.627,498.8574,2760.827,2459.524,4383.43,1088.886,54,100.93
595435,200161,4278.863,1410,45150.17,-991.9512,451.1928,905.9945,1579.027,1120.404,74.55342,1847.228,305543,73338,8059.233,3139,87265.29,-51.83472,392.7888,-1790.026,3637.541,3717.828,-1524.534,2769.961,67,148.05
894892,164716,505.0097,796,29369.3,-628.176,207.4014,205.3204,1546.733,1977.524,3507.276,3649.605,383437,60365,660.3204,1337,47032.74,-847.8015,633.8129,96.45961,2450.976,868.7913,7476.412,6154.223,66,151.558
445155,151457,14311.88,1205,17934,-344.32,169.9744,1074.43,2175.321,4188.457,16091.79,580.0394,186524,57272,26179.79,2607,31178.51,-954.8609,697.1148,-163.7399,4645.687,7256.419,37705.02,1361.814,63,152.031
443729,130667,1531.826,541,6259.199,1264.886,262.7041,-11396.4,2322.865,99262.94,108479,68335.52,189687,47792,2115.587,1299,10990.34,1049.282,466.838,-32767.18,4761.097,238340.3,257285.3,180901.6,63,209.755
479068,201427,850.6038,438,16579.15,-40.30558,-99.51581,820.7705,982.0682,1865.85,2979.549,317.1108,194644,76403,1751.543,694,27019.78,224.6748,-168.9248,-1078.112,1766.249,4320.405,7046.971,1133.545,63,215.86
483236,200316,15179.45,2083,12206.3,139.3106,-168.0466,-14.58939,2138.602,1270.667,-498.1585,836.7943,195506,73000,22944.17,3756,21352.54,694.5714,-194.241,-1061.137,4314.234,2302.875,-1853.802,2023.245,60,223.04
475609,129457,1442.054,419,10752.85,684.6595,36.24717,-18.7387,2016.32,2051.686,24431.44,1522.186,178646,44329,3484.033,1343,20443.17,-276.7481,518.123,-988.0574,3475.111,3017.966,49394.12,3211.8,58,226.684
