FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
841965,129551,592.0552,297,20434.85,473.1477,253.9554,288.21,1148.896,460.2505,2495.534,469.0461,283553,39252,1089.71,658,27981.66,1153.45,422.6993,434.11,1571.404,2262.588,5341.119,-259.7583,51,24.367
352373,175986,591.1175,643,16852.05,2571.786,-29.64198,-433.06,1307.592,847.5044,969.4222,385.4139,117933,52423,1031.7,1096,28256.11,3833.167,-14.03711,319.4695,2753.853,1335.58,3089.924,522.588,45,38.93
972674,213205,854.5277,507,24642.42,1640.414,243.9279,271.14,1830.848,-323.7825,4175.832,2226.629,310782,63167,1235.346,635,33702.16,3085.005,546.5983,385.3263,2929.878,-225.6112,7253.514,2040.313,52,73.127
526452,220007,113.1766,-16,3188.208,-60.02414,4.802208,578.2451,1275.079,493.0396,-156.3296,6408.337,167838,68037,190.1685,-61,5022.496,239.8029,-100.8331,840.7617,3071.09,1405.055,235.6387,10853.08,46,78.856
688292,191976,796.9202,335,6939.946,881.2459,64.65441,-310.3395,749.725,1576.23,35609.88,329.5097,254730,58463,1521.575,708,10834.42,1275.83,599.0459,-513.723,1103.322,2908.569,60668.1,1197.458,48,87.501
580667,153687,264.9358,663,29540.38,1345.055,-53.13703,-224.8941,1297.077,1216.395,7630.064,-365.2388,198359,50902,407.1298,1408,46686.13,1624.304,-124.6767,-623.0859,2661.723,2044.58,15567.12,-192.761,48,111.433
344543,166447,380.7017,549,13303.45,-863.9581,144.1187,511.0149,1051.696,695.9686,6677.308,878.3469,125481,52345,488.7837,1104,19429.37,-995.3499,499.3804,637.4441,1882.604,759.8881,10406.48,1900.444,50,128.395
909687,138665,568.0205,393,15781.94,5469.813,-123.8008,-622.7118,580.4736,1158.602,10224.9,-3445.758,301594,40887,1035.273,461,23112.67,7826.745,72.74637,-1136.454,1566.446,700.8773,13995.07,-2526.844,53,130.089
837071,139183,580.3238,879,35778.75,1817.601,292.1128,430.5866,1378.359,443.0275,3123.962,305.1183,277192,40610,819.3333,1711,50629.05,3182.693,894.1651,812.5143,1981.532,-570.7845,5635.742,70.65018,48,148.164
383412,150348,222.2599,346,22279.5,2617.091,825.4932,75.55792,580.8897,1204.329,5711.464,100.7001,118721,41690,381.167,1170,31096.87,4665.685,1172.153,10.28155,1111.045,1651.822,9442.879,16.40542,40,164.438
989667,259024,11599.19,1999,40880.17,1665.44,341.3615,1960.21,-34.25915,3068.302,28493.72,3606.379,355996,85272,16908.17,2947,60239.95,3273.992,1587.393,2254.248,-5636.504,1990.295,52521.73,7913.788,52,193.343
978498,87445,473.2619,174,4285.276,192.7596,-495.71,61.53449,2181.287,174.4841,1191.177,2962.297,332310,26670,902.5753,214,6920.442,-162.0211,-496.6423,323.8502,2024.396,-557.5971,2118.125,5683.957,60,255.587
762443,181247,103.6578,585,27650.83,2226.401,53.39121,63.18895,1097.689,705.2265,18239.18,331.4643,262495,54515,-17.45047,782,38093.31,3701.062,351.6017,836.1298,1343.821,907.1078,31916.06,138.9469,51,257.782
829062,153281,430.4394,490,24173.41,3468.559,200.6156,-541.2885,1063.682,155.6903,5845.564,1794.787,280835,46940,117.3491,922,33640.45,5299.868,325.0237,-1530.567,1284.275,-641.6432,10116.76,4227.821,52,301.049
701942,198687,333.3191,497,24944.88,7914.524,242.5726,187.1993,1583.564,834.8165,4104.348,680.5062,267298,63679,104.6694,948,39778.46,11802.97,793.6884,192.8813,2595.42,1001.817,6098.975,2785.627,54,323.726
753087,116775,2214.142,273,7598.585,75.124,-128.5992,338.9733,1409.017,368.9402,18601.63,24.65115,264852,33230,3769.341,822,10681.92,1252.094,-179.4959,700.8251,1873.945,2583.719,30796.37,61.19548,54,386.737
791389,195655,349.5238,112,12821,-785.5667,328.3713,342.6554,749.6749,-148.8094,-359.2274,6742.018,305285,63681,1054.152,300,20777.63,-1557.126,987.9818,422.877,1021.38,874.4543,-563.8511,11409.71,56,388.866
619930,149833,402.248,506,19167.19,2891.156,-546.5973,1238.18,1577.887,1392.929,1333.99,-925.7159,221112,45849,1064.807,820,28505.75,4438.56,-1136.729,2324.178,2993.231,2006.98,2538.622,-812.6055,52,405.829
876395,133697,944.0298,301,24377.17,247.2962,-96.20215,544.7033,1510.452,1418.05,8478.46,661.5589,291045,40275,1405.061,623,33881.26,956.7463,-223.0174,103.8329,2796.431,2970.401,15484.83,540.821,49,438.727
852181,249469,634.1013,329,13716.32,-582.7874,147.2399,328.2246,2157.561,504.5911,239.0056,4079.459,326385,85941,1145.412,668,21768.79,-636.1221,-18.93043,836.5844,4127.331,-43.26072,1253.377,6983.011,55,478.719
976119,168713,333.0896,462,21460.18,3672.05,125.6831,-421.4403,1416.521,788.0817,6548.448,24.28905,321780,53007,972.4719,424,29321.46,5796.746,163.2754,424.9638,2652.388,914.8458,12390.77,270.5405,52,520.088
