FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
888544,120732,4427.734,480,13991.22,894.8821,-245.143,3441.58,946.9075,646.3703,21169.31,953.0295,306259,35602,6544.297,704,20380.71,348.1372,-364.0135,6486.664,2251.689,826.3751,33201.34,3770.86,60,23.592
450908,195774,845.0552,1209,35728.08,5351.601,14.20009,6775.165,762.4463,1589.378,34462.26,-504.4447,176703,66203,1833.781,1915,59935.24,9793.329,-116.5945,11250.6,1406.214,243.6023,67194.18,1327.498,59,49.412
954873,120840,1991.794,595,11207.62,5126.457,91.02467,4665.654,985.3794,2331.417,10009.57,-808.354,319886,35278,2568.374,1634,16295.69,6794.956,381.7215,8937.53,1114.976,2588.187,15038.49,1280.215,59,64.178
914042,107827,4219.603,607,10212.24,1160.76,-263.5341,2862.181,799.7109,239.2159,3168.18,395.4173,291519,30647,5439.212,935,13779.57,1819.946,-573.4393,4479.831,1787.572,-272.7073,5619.629,485.0887,58,83.684
796405,93379,1043.921,630,7365.439,-93.14628,-48.78041,1212.521,366.576,1331.114,8744.416,-639.796,263398,27085,809.4442,879,9795.382,237.0652,38.91602,2442.581,561.4708,1765.62,14094.16,-1661.131,58,91.958
906319,130161,7560.037,1086,21308.58,424.511,325.4254,7846.956,221.9781,-124.7513,26588.28,2867.332,296102,37053,11133.31,1552,29649.79,158.1038,799.2755,11947.39,729.7262,-884.084,40716,5347.098,53,183.009
696541,107944,3254.181,649,12101.71,1452.77,176.4344,4274.15,789.0078,278.0561,6234.67,-459.7126,224948,30991,5091.661,1180,15890.13,2151.637,531.1526,6599.205,470.6755,-1418.486,11472.75,-53.91544,52,246.495
965290,161944,478.3444,690,17281.19,-286.4627,-35.05999,1050.853,996.139,328.3533,6575.97,1652.788,322473,48754,1370.06,1132,23853.4,-433.0484,-159.8007,692.0432,2391.095,393.8917,9859.058,3616.111,57,332.449
741542,118089,385.7924,511,11114.1,66.64426,-99.54301,1053.869,727.6246,1705.536,9600.146,2380.466,261331,35594,98.29677,1486,14514.47,45.81938,-5.342494,1899.812,1096.161,1761.813,17104.71,3653.73,55,442.977
652038,148690,689.1579,133,6314.146,-86.88634,34.31526,1904.914,694.6023,392.476,2477.762,898.3741,230945,41291,544.8944,323,10434.35,-77.37455,236.0991,3224.257,1173.589,537.9149,4084.728,1525.793,52,491.542
464484,303380,15440.14,2052,30158.82,4568.061,131.8344,7042.98,1519.411,1092.322,2889.143,2823.023,203801,96973,22370.76,3345,49663.84,5958.958,1082.601,11696.28,1569.668,870.5579,2981.647,7015.725,61,508.843
849779,107769,1491.96,363,11781.86,86.31824,-129.6565,1541.798,1223.66,815.3102,3325.158,597.428,276876,30229,2019.759,668,15443.61,-100.9952,200.7951,2882.564,1515.495,1292.436,4160.619,1299.153,58,569.579
695914,104015,870.8817,198,9787.403,1143.46,-45.66831,3355.068,1204.494,351.2466,1853.873,1813.292,223905,29530,816.6027,566,13488.18,1571.137,35.94361,6633.689,1944.731,276.4056,3151.169,3284.103,52,582.882
559026,138127,6095.464,1095,21498.08,1309.59,9.809101,4341.222,697.3947,1108.628,3354.408,689.53,214386,42008,9125.846,2228,33261.68,1817.269,307.3802,8000.716,549.2083,2046.685,4497.098,2318.521,57,646.034
782800,113797,3984.173,656,16815.65,2126.046,-31.28675,3433.845,668.3666,754.4545,4440.578,9.482092,262011,32334,5112.343,1107,22345.14,3656.88,-254.4497,4488.396,1633.776,1919.081,6858.296,-336.8416,56,659.486
495301,213124,1429.032,1156,28748.3,499.3272,5.294335,2303.873,1053.888,1084.896,8989.812,2642.858,204551,81731,2526.638,2334,52902.54,-193.8065,-78.21481,5966.019,2783.481,1182.403,18877.71,5345.252,66,674.298
844531,89616,3546.471,540,10332.13,2636.362,-133.3564,5996.051,670.6918,1409.208,7000.758,-1036.52,278853,25677,4566.065,890,14391,3637.642,-301.0029,10584.1,1512.292,4079.314,11853.69,-1302.119,57,701.348
810731,116806,932.9127,835,32307.37,-71.00533,311.3871,2809.207,713.9728,1255.595,7074.835,1674.205,275237,34482,1300.249,1489,45906.3,-10.13093,958.7726,4151.428,895.8779,1724.778,12368.32,4248.042,59,721.49
773506,143207,18914.14,1966,14247.31,1456.106,163.3703,6442.83,1136.9,259.9051,12673.06,1398.874,259518,41699,27159.39,3583,20061.34,2197.581,-84.8322,11451.65,2642.361,-439.0561,23173.38,2268.954,57,732.922
989061,94596,2106.659,309,7629.561,1028.708,-73.01356,2099.788,326.8641,1003.51,2905.044,198.5489,317087,26871,3638.203,1050,11027.01,1080.545,102.0204,3777.102,294.1265,313.7957,4709.728,984.0912,58,752.582
713465,234039,3223.721,652,12509.8,398.4421,291.7066,4004.576,736.6773,1583.909,15248.07,1598.932,288557,71218,4438.332,918,18871.02,266.5323,1265.993,7041.743,1103.934,354.8217,24790.73,6077.024,62,767.405
862220,184482,2574.339,1566,35275.24,157.7934,-58.20484,6838.615,658.0932,1985.612,47550.62,4947.828,319211,57202,4081.364,2755,49802.89,194.028,113.3389,11354.78,936.5964,2027.25,79838.47,7802.58,60,787.028
779289,140367,1659.052,990,19242.04,1239.75,-260.1015,2989.181,959.5234,911.3788,2645.062,993.325,265090,39717,2202.47,2142,24680.99,2624.995,-362.2537,4133.263,2300.114,1743.9,5339.617,807.6981,58,814.319
854774,111062,16940.94,1625,12265.96,3456.257,199.5072,8399.729,985.1495,792.5624,4162.679,849.4897,299031,31665,23314.65,1996,18242.28,5460.805,6.71673,13984.05,1622.96,2032.894,6463.525,381.676,59,836.259
506792,157938,3437.931,553,15760.08,94.99731,20.21033,2636.942,928.6526,743.8773,18763.69,2657.515,209853,47419,4906.203,997,24058.48,400.682,-52.95885,4277.553,1663.465,743.0322,32029.26,3794.413,58,843.292
620890,175805,11928.14,1774,29622.15,910.5082,122.1171,8026.12,1399.787,-405.0121,36744.46,2887.581,245249,53796,16787.42,2967,44303.23,1075.591,2.56721,13761.78,2869.255,-473.2059,60899.19,4196.85,60,860.616
831403,112165,1605.021,535,14485.66,-118.5659,206.8656,524.5377,702.5673,1292.997,455.2762,534.2186,277004,33415,2228.961,691,22047.55,223.6922,442.664,1639.259,467.0613,2487.019,3407.297,-368.8792,59,910.818
623990,238353,4413.815,1018,31342.98,2112.87,-411.2318,2515.365,1129.913,2949.624,17471.18,-1572.102,258786,78178,6033.144,1886,48265.79,1688.358,-379.8425,3168.657,1267.973,3360.18,26672.25,1715.595,60,914.871
950454,109736,5882.691,698,11688.87,-254.0273,319.9029,3832.194,556.374,1161.642,14052.01,2978.317,320560,31270,7995.488,809,16076.53,-563.6055,559.4666,6125.74,499.5628,43.07005,26010.76,4868.369,56,931.099
473864,227873,1762.474,690,34427.59,1509.335,-325.9566,2782.033,1999.647,1402.141,4646.1,2839.752,198520,71727,3151.144,1255,49193.58,2364.765,-765.0276,4670.729,3597.288,1122.177,8774.167,6714.155,60,988.911
1108426,148706,29931.53,3241,24180.68,2179.02,19.77213,5448.173,1109.279,776.171,1649.661,-125.5393,373915,42417,39362.32,4530,32604.04,2679.154,93.92078,8338.694,2154.338,1107.397,4361.747,299.9717,55,1053.968
569970,146888,3588.299,808,21354.62,-587.387,184.3722,3216.629,610.2912,290.5406,4038.525,1903.822,199513,42318,5809.589,1519,29995.67,-100.4688,58.26798,4817.68,1623.878,-632.9365,6212.329,3092.271,57,1127.135
824047,150345,2102.207,953,37389.43,454.1908,-34.33437,2735.129,852.441,892.0074,784.543,119.167,281523,46812,2974.634,1890,57522.05,906.7789,-135.6705,4393.523,1948.903,1451.801,2438.992,637.3257,57,1131.011
889506,135995,3720.049,751,28966.92,3036.217,-16.03727,6952.689,668.7955,889.1247,3472.772,-978.8738,285007,38050,4920.504,1367,37989.81,4504.583,-251.9808,9920.633,1103.516,802.2986,4954.923,-1031.861,53,1135.563
608265,159690,11561.11,1017,8864.764,1.668097,-128.1817,5230.675,1861.751,727.0561,15950.71,1590.846,221097,46953,17636.91,1929,14121.71,663.3135,-180.1388,7604.11,3243.557,3025.896,26674.67,2240.003,59,1149.572
