FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
931792,124962,69349.7,7190,28758.55,5637.448,-83.80568,5525.438,433.5025,1059.438,12787.58,-1785.994,324646,35451,94898.88,9757,41645.01,8370.878,172.2425,9079.897,413.5358,1534.524,22164.75,-2093.227,58,39.137
519685,188029,1459.513,928,34141.69,1777.03,-67.75429,1646.826,448.2155,377.9566,7858.847,60.04082,200971,56086,2560.269,1541,52637.59,3931.731,28.42809,2502.377,1459.563,920.7651,15545.54,-1312.335,58,52.356
819269,126015,23216.93,2790,32590.21,4153.405,4.434258,6345.691,1764.163,39.2654,5512.609,860.8217,301743,41834,31527.57,4789,50194.88,6089.839,-79.65067,10239.6,3355.902,-573.7272,5773.149,5127.636,61,52.73
699147,222926,1292.341,1398,53384.51,-42.65215,-121.1873,933.0331,333.3515,221.8596,5728.494,3417.226,296558,72339,1728.809,2633,84008.98,131.9791,232.6387,2028.779,525.9562,-241.9188,13146.58,6527.184,62,54.082
635682,177677,68804.03,7430,16642.06,5960.066,23.08426,5045.841,153.0612,2186.06,7540.991,-2256.298,243597,49338,100652.3,11476,27035.78,8826.14,1002.228,11125.45,-163.2397,4131.427,13518.52,-3550.863,55,54.34
666768,173371,58164.04,5180,18429.42,2686.451,12.35602,3631.351,368.5813,962.2001,8337.149,-871.8304,258223,54323,86927.81,8530,26079.44,4439.797,1014.021,6941.364,251.0181,661.4467,19551.36,-1624.108,62,56.328
966299,179747,7881.3,1405,37489.93,2900.406,54.9383,5665.414,1136.418,992.6168,9099.277,629.4071,354867,58744,11633.4,2074,56034.52,4205.921,1233.611,9052.84,1819.705,2110.038,19146.15,2597.403,63,69.88
912617,188892,44962.88,4473,34386.03,3840.186,-308.2107,4856.032,1115.72,479.8098,13471.15,-691.2634,331912,60131,65968.69,5780,50190.67,5109.606,-155.5221,10101.4,2501.191,-203.7126,26355.05,-985.5461,62,106.847
728908,132921,40278.59,3986,24960.31,3179.863,-186.8782,4061.582,546.8541,706.8371,7131.338,-880.7421,267507,38889,57397.77,6066,35336.59,6185.752,251.1726,6303.426,389.1722,632.814,13042.97,-1825.512,60,117.924
761350,252322,32230.01,4948,67779.47,786.5986,39.08419,-31.96519,764.6461,-644.259,2840.038,18416.94,328973,88821,51562.21,8152,105848.2,216.6274,462.9797,847.0645,2091.553,1041.846,6197.316,32301.74,59,120.052
712170,128958,32249.83,3525,22869.04,4526.145,92.8773,5107.856,1097.209,151.7005,4632.335,-629.6267,255835,34086,44012.79,5114,33783.23,6631.871,491.1985,8498.885,2002.397,-874.5333,8673.063,458.2635,49,120.353
704422,295817,1812.294,655,30534.55,737.4796,108.868,573.0241,716.9625,1252.587,10508.7,8574.073,290959,90641,2913.79,1697,49980.68,458.3266,1125.277,1067.944,1301.014,650.9022,18206.46,17315.85,56,143.685
428062,144080,34544.57,3064,5100.592,991.7971,-1.03676,3494.473,470.6558,-154.5969,23339.64,1859.757,165305,45929,53832.12,5459,6165.528,2021.245,543.3511,5396.153,-43.55865,-1436.796,42567.24,2777.331,54,173.06
887995,147415,10230.32,1526,25820.58,1664.755,21.97548,2030.833,314.5068,1116.47,5859.299,1135.25,334641,47107,14330.69,2490,39891.17,2783.525,493.3506,3569.973,313.6656,2138.786,11560.93,772.2576,62,175.903
601448,139681,64791.28,6314,20768.66,2527.492,519.5565,2608.33,-139.5719,-1074.23,9889.065,-497.9234,220826,43373,97299.26,10050,31336.73,3372.021,1282.969,5292.89,-290.2067,-4060.151,17451.81,1273.027,58,189.088
860667,122332,19452.67,1808,16073.04,1821.37,29.0617,4197.207,391.2253,520.5134,4052.156,-174.6765,307384,36904,29014.74,2782,24121.82,1502.187,312.72,6734.769,201.4693,-591.8461,9094.6,998.379,61,198.85
664829,215599,94891.59,8979,31334.26,11256.24,-464.3431,10782.9,1471.666,176.9056,21289.72,-1757.52,260088,69438,136575.1,13381,47564.12,17273.39,-369.8814,20136.52,2828.778,-649.5035,41668.96,-2570.442,55,204.832
898192,130800,63890.71,6682,42827.92,9067.799,-35.25649,12949.32,883.933,277.0252,21133.88,2352.029,308787,32240,89639.7,9907,57453.61,15286.67,198.3045,20555.89,1256.421,-814.1493,42101.02,1638.035,53,216.92
960754,181864,22858.14,2785,25351.77,1804.256,185.8967,5692.63,1314.17,1043.703,45162.39,9291.87,352030,60689,30479.83,4277,37717.23,2092.028,939.5283,8555.24,2556.466,-727.5335,81622.2,17646.67,61,236.239
1077658,293408,1381.789,1018,44948.89,2182.489,-397.917,-1233.206,661.3298,1144.819,6072.161,21615.71,426119,100408,913.5771,1745,72953.88,2258.145,-25.78376,-1647.54,1861.552,-861.9587,12064.03,39963.05,63,241.552
725196,157567,58699.29,5403,33056.73,5095.808,49.22267,7849.717,208.0514,848.3009,14870.89,-623.0266,261114,49619,85250.24,8669,52333.48,8176.872,516.1971,12622.22,354.0355,1597.203,25630.53,1282.228,58,242.229
897100,105898,48364.53,4423,9092.394,788.4371,-199.2038,3493.953,438.2195,602.6279,25032.74,2357.267,319030,27282,62752.32,5790,14115.95,1114.249,-664.2699,6260.602,1497.335,-518.9434,40535.29,6085.252,57,276.784
762725,169212,12206.17,1915,42953.37,1359.67,-126.7015,5700.892,1747.974,-171.6593,3553.941,1383.922,282982,50428,16665.96,2908,62920.44,3898.753,-318.0341,9289.485,3071.359,-240.0988,9921.988,621.1439,59,281.506
732440,171672,43104.79,4002,1527.457,1803.493,-137.4346,3995.033,291.6047,404.3939,32342.89,-24.50598,326337,57516,71212.26,7375,4263.407,1966.532,237.0461,8178.813,191.2862,-1.326179,59856.54,2622.72,67,285.09
869815,128687,77870.47,7540,30424.04,2745.839,140.1067,5092.324,289.3321,-392.5273,9175.925,1945.79,309925,34175,110990.2,11218,43919.63,4772.988,461.1965,8122.9,970.5178,-472.5914,16521.8,3779.914,57,315.566
667743,144330,120114.9,11281,16722.26,6289.059,-234.4082,9396.27,668.3411,1905.716,24286.19,-3219.265,257303,42466,166263.5,16386,25449.25,9525.788,-173.0392,16039.84,667.8748,1594.229,44442.37,-2711.769,56,318.548
493639,185549,15765.37,1646,18491.96,4932.832,38.51322,5029.856,658.4723,1156.786,7280.733,-1802.444,194187,57083,24570.74,2450,28478.18,7081.501,688.0803,8706.944,852.3505,1617.879,10653.26,-846.7872,57,329.528
392652,174958,6493.989,1651,34556.13,10090.47,-235.3991,12487.42,2219.155,669.2614,11529.38,2029.438,164669,51048,9653.213,2636,53898.91,17473.15,-359.865,21253.88,3429.702,713.8847,20827.4,3565.651,56,350.057
770880,301949,195534.4,19017,37185.26,5031.606,-283.8242,2919.326,396.3726,988.2373,23945.63,-1326.158,333640,102823,311794.7,30682,61971.78,6314.183,-121.0895,5394.997,1705.655,1960.013,42438.18,2960.183,65,355.353
315672,206823,28918.6,2497,6327.968,320.0451,206.5882,72.5134,597.9124,342.2603,290.3934,4473.958,122215,68165,38594.29,4192,8049.55,1183.801,404.1939,-948.1505,1296.679,1043.035,552.8674,8160.938,54,363.091
818475,124491,33246.87,3991,27147.79,4965.312,471.5661,5739.091,1906.763,1324.474,13378.69,-1527.337,299368,40665,49073,6617,41743.99,7017.992,1256.733,9890.128,3077.47,1248.342,24457.56,-890.053,55,376.748
1111517,151956,1425.729,1312,30424.9,-275.4945,-155.2173,710.1352,648.5139,1715.347,4387.494,3261.633,394263,43219,2354.102,2552,45213.67,-284.341,-309.331,1279.463,877.8484,2659.965,6200.479,7987.334,58,379.585
1089560,212374,71874.26,6573,27347.53,2768.628,-127.8172,2883.528,207.333,-65.26881,26982.97,6498.889,407366,69924,107409,10009,42630.29,4128.331,-79.79226,4007.755,469.6735,-774.4376,50802.3,9670.073,59,379.863
477023,185794,1009.807,1333,35989.78,294.3321,-66.92223,3208.705,514.6918,1268.474,14278.13,3689.147,203824,60678,1689.338,1818,57196.54,-451.284,185.0793,6122.505,877.4357,1637.364,25905.05,7857.291,59,384.065
950844,111231,20770.21,2755,15666.35,1800.943,-234.5379,3060.779,136.5699,540.6122,8612.57,617.7415,318548,32930,29174.25,3997,21551.19,2894.081,54.98421,4429.904,-346.3438,201.0289,15564.13,720.468,59,414.35
387980,225877,375.849,173,12319.69,-594.3563,-37.64841,235.9862,530.6537,200.746,207.9153,4457.287,142122,77827,-46.63155,348,21300.63,-648.0419,-0.0480842,860.2833,1191.891,972.8658,821.4747,7391.847,58,421.648
991680,185932,57801.04,5194,18969.25,10511.11,-386.071,9604.766,927.7473,2096.013,21602.31,-3101.056,371371,60954,86289.9,7600,28370.99,15711.2,-688.4396,18435.63,1646.407,4235.047,36491.35,-1563.384,64,430.654
