FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
904371,138392,1243.395,724,26927.36,2999.553,403.3681,700.4193,64.44276,2179.122,8869.856,795.9479,356804,47566,2754.957,1919,44942.27,5992.127,1519.348,383.2713,-15.66237,1994.524,16180.47,3400.727,60,6.309
871056,103741,731.7238,26,14282.29,-4.031082,269.809,990.853,62.51817,2474.881,1845.663,886.2901,339366,33935,1824.32,141,21963.81,375.7356,721.8068,230.8051,-49.90414,8687.048,6661.532,2384.355,62,9.325
850012,180624,984.6872,890,36393.54,2236.465,60.98703,179.9475,809.9286,1470.885,4223.438,1669.812,362385,64814,1050.863,1485,60628.42,5515.508,581.5849,-2219.865,1365.19,108.1358,12383.65,4658.752,63,17.04
982900,184151,1135.354,1318,50747.23,26.15825,388.1932,155.3364,1131.72,192.0341,1451.549,3596.012,406485,66769,965.6991,2081,81253.72,56.3937,534.2205,-1817.109,2874.379,1034.593,7838.707,4350.313,66,18.332
969404,239623,1774.62,1230,52567.87,861.6237,-115.7145,-277.1882,754.8879,2273.565,16193.93,2846.29,415837,89442,2607.157,2353,85386.81,130.3753,741.6879,-2338.473,1168.211,5966.501,34319.37,9516.259,64,20.061
1079771,257654,2477.039,1357,32767.27,491.0512,255.7533,-289.7745,473.021,4518.544,35932.66,4689.607,468893,98990,4930.12,2808,61815.98,-56.56641,835.1661,-50.11962,1434.351,3205.152,75513.89,13880.49,60,22.208
550022,161979,727.7903,608,26560.46,173.6912,122.8399,691.5042,409.799,855.5186,-318.0157,630.627,215491,54356,1067.728,1597,53402.89,-949.062,546.4493,-1177.788,1342.787,-549.9623,914.3762,2829.767,53,22.972
833559,182362,654.9005,563,18064.51,201.0595,-54.44977,853.9527,319.6419,1572.206,15536.17,-930.2066,348863,63318,1152.198,1254,29383.2,719.4095,-374.2396,1018.354,254.6328,8081.937,32325.68,-1395.936,60,25.951
381215,197191,905.3797,363,10828.75,-487.4262,-18.64941,397.0829,412.9108,1867.013,6723.552,2263.555,151013,70981,1304.86,639,18785.24,-1073.344,-123.5168,-230.2901,1221.611,3637.428,18021.8,3468.325,49,27.706
330795,131832,1309.746,1315,46460.01,736.8057,-27.91407,187.6822,442.4685,566.6903,8061.169,4232.087,137887,46992,2667.937,2084,83502.92,841.1194,31.11623,1713.555,834.1505,1915.061,14200.46,10844.12,50,45.924
706774,163660,517.169,1014,28752.14,2966.167,561.4822,323.4387,113.4526,1458.022,1343.243,25.11785,291058,55955,632.3161,1982,47014.21,5853.193,751.1997,-1464.583,409.994,1467.092,4288.483,1844.251,57,50.911
912922,200252,2230.365,1165,47055.23,350.7763,125.5669,1050.868,515.5763,4107.611,9605.162,5203.985,422303,78910,3958.247,2010,82298.2,3117.057,225.8508,2190.873,1462.387,11987.25,24220.34,7339.933,71,53.691
881331,170659,1696.112,739,14841.98,227.953,53.24541,313.4929,1300.234,4411.142,41715.11,2294.469,390894,62000,3672.917,1355,24362.46,-135.1951,471.665,1490.015,2631.883,9162.817,83068.66,5983.439,63,55.196
773813,260254,1548.605,496,18587.02,516.3718,-261.8356,446.0044,1987.213,42.17438,8638.344,4249.913,366686,98385,2836.004,990,29108.37,1679.017,-630.8325,-305.3402,4911.7,-307.6343,16122.63,9179.065,77,71.766
774445,135700,657.9974,633,13163.09,272.8066,182.2691,449.485,247.5565,2664.93,5346.814,-951.6518,313757,46807,892.8163,1121,19857.21,787.5262,679.7429,1284.623,315.3401,6821.888,14420.97,-3761.116,61,73.606
409701,142458,1846.652,333,10801.45,-108.4778,-107.8156,666.415,655.8871,1428.272,17609.55,1006.253,158812,48597,2782.943,1007,16607.97,750.9908,-23.32757,-2483.759,969.2801,4277.527,41810.86,-860.5793,55,75.634
897719,157756,1053.208,841,24218.99,-385.3625,-11.788,465.6773,1002.202,3919.671,16279.41,2372.435,383313,56614,2278.685,1311,40213.12,655.7788,-97.93952,-806.0299,1601.366,7842.6,32908.03,6037.302,68,86.13
1092781,220092,880.5387,1266,52342.91,-744.3985,397.6141,66.95483,527.2805,2645.421,18571.86,16414.25,461495,83127,1395.192,2435,92510.79,-2499.291,1236.768,277.6824,1113.32,1527.907,38139.64,36405.37,63,91.018
384355,137203,313.2512,871,26767.67,1302.306,-221.2942,315.6617,475.7342,1399.611,1764.109,725.0114,150757,50001,278.3269,1260,48793.03,-6.271987,115.8837,-1399.511,992.7396,-199.1458,-3174.511,7461.564,58,98.199
658164,224670,797.8077,1003,43307.94,5191.902,-266.8257,-363.7842,672.2067,991.5568,1385.769,46.35599,291623,81243,1968.441,1916,73664.27,8664.269,-316.7762,-357.3792,1521.876,460.1155,1984.015,392.5129,65,101.752
405093,126926,532.628,781,31263.48,1992.726,207.3166,-163.6594,454.6464,1858.082,2086.696,1106.853,162651,42516,1313.797,1990,58391.82,3030.243,637.8337,681.248,1397.581,4767.537,7138.912,2399.535,55,112.719
612566,145499,866.5745,731,18006.78,1029.318,-252.5305,-781.8393,693.8118,2188.046,1806.434,806.4073,224952,49388,1540.44,1477,30985.17,2705.56,-768.1343,-3512.2,1942.3,-681.311,6952.085,194.9965,60,113.944
788579,135294,395.349,118,9792.445,316.6374,125.4891,151.4859,393.7504,480.7523,3499.769,349.4277,320498,47066,231.2668,303,15762.27,-140.2347,379.6946,-482.5033,956.7604,-5252.477,8879.586,1914.828,61,125.72
561561,174837,970.4276,664,18551.62,469.2236,-15.80954,442.3426,477.0774,3541.7,1458.927,-268.2023,223987,57884,1948.966,1223,31048.6,1929.741,186.712,466.9632,1465.933,6731.801,4831.392,-1421.81,56,127.204
789222,189551,2199.825,450,26625.2,58.15678,217.9762,305.6124,742.2173,1120.156,8366.534,4584.326,363157,71032,3039.99,922,44311.64,-1461.486,1275.074,-410.5043,2245.67,2189.779,19772.27,7472.6,67,131.028
873251,202816,406.3036,1414,50896.34,-43.42262,-9.803165,388.844,910.4817,597.0005,1946.325,8157.511,401269,82994,-111.9468,3001,83396.64,96.35557,533.5268,475.6546,2312.246,219.2767,9349.611,14995,66,139.339
494517,259601,1013.501,250,9111.496,2823.047,119.809,-465.1304,903.8129,1303.031,828.2776,-733.1674,246879,98583,2664.299,484,20012.22,3099.379,1489.715,-2057.845,1421.664,1335.194,1116.648,3197.068,65,147.306
902483,143865,386.1439,571,20150,102.7423,4.54614,713.6307,746.3846,1618.96,7771.79,929.4134,364205,49238,820.4679,1455,31491.89,1262.184,186.9344,1772.804,447.2419,3697.481,15783.51,-221.1098,63,155.731
966294,174383,492.8672,708,41614.66,-432.4643,639.9794,621.8634,510.1455,2563.138,39051.02,1108.719,403405,65910,778.2169,1610,71209.94,-583.9037,1515.963,-511.8554,602.0305,-430.7808,80209.45,2528.692,64,163.24
577955,226902,351.9318,1089,30684.86,1160.949,449.7946,1882.421,221.4194,40961.5,32916.07,23079.15,267931,86154,74.67016,2214,48647.75,2929.941,1030.388,2290.352,-383.0771,107668.4,96612.02,61657.32,63,166.102
997562,186977,1260.464,1394,45020.09,-670.2263,-64.39465,1296.615,990.2988,1694.391,21075.52,2790.952,414370,68902,2188.228,3381,77235.28,-963.6407,-9.251145,2497.979,1770.16,763.3929,47514.84,4665.768,65,179.615
532295,180976,795.0352,628,14202.63,412.7693,111.2805,509.9575,472.8383,38.53599,4505.196,-249.4428,234096,64974,-133.1792,1399,23969,871.301,-85.04475,88.44495,1378.825,-8.795359,10587.28,-757.5927,62,184.18
1006015,125261,2684.649,715,20060.32,-184.1628,245.7451,950.4248,-872.0313,587.7227,1010.432,1491.593,385848,42331,5160.19,1447,32767.97,481.4977,707.8606,1549.201,-6031.097,-1783.605,6631.898,546.4157,62,187.551
911423,217827,1282.928,870,14002.99,807.4727,-84.86751,138.4545,474.0611,3834.979,13554.98,2037.308,405677,82187,2703.952,1958,24717.78,1715.571,-265.3065,-1032.119,736.5829,12385.64,30195,4769.766,64,195.067
888748,203826,1272.38,1248,44844.99,5061.573,216.0244,-270.9642,908.0403,2114.713,3099.153,-676.9422,378493,73510,2406.678,1974,77173.73,8927.95,739.4223,-1738.588,1652.211,3447.887,7618.26,1226.412,64,197.405
