FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
830703,177995,1665.567,773,29178.78,6272.635,162.4468,8284.48,1346.427,405.2538,17869.52,535.3216,284210,52410,1905.776,897,40210.44,9293.636,477.7943,12548.76,1692.39,588.252,29315.34,755.6119,56,30.169
424351,319636,2194.549,920,34229.05,-664.1194,347.1523,1216.001,409.4912,1357.644,-336.5507,751.2599,187265,102481,3033.046,1520,53930.38,-49.85931,916.1494,2207.476,489.2887,3674.673,2692.689,-187.4417,54,37.011
775689,136461,1373.281,316,8078.309,-186.1026,-167.0019,6432.594,782.5499,2718.712,51906.79,2890.242,280637,40591,2059.891,952,11306.31,267.1021,-375.0378,10302.76,1214.818,3923.515,88585.84,5007.828,57,51.1
657874,199240,1718.733,281,7448.678,-112.4878,-139.5333,169.7395,550.3902,2199.641,851.6268,2656.782,249948,58458,1810.099,416,11786.15,414.4622,-274.8462,608.6724,460.5317,2417.323,1260.284,4215.093,50,66.887
425455,259320,1130.92,383,14036.21,5237.001,-104.6738,2467.84,922.0318,730.4027,3403.647,-242.8103,180058,80725,1717.878,475,20658.12,8484.725,-307.1242,4698.566,1754.716,975.0936,8177.409,-446.395,57,69.391
502061,236319,797.2106,115,2141.791,-264.9815,-27.83495,194.0523,638.1,128.1748,-586.3578,1995.949,188160,76941,1504.437,105,4556.921,-540.8647,203.7767,226.014,889.3472,-126.2798,-3008.207,4961.895,60,72.956
675624,220675,4899.862,850,29559.52,634.7066,-113.5477,881.7917,904.0573,786.2375,1158.436,-634.6136,251417,67416,7337.306,1487,42179.54,1459.407,-201.6999,598.8644,1832.59,907.0018,3983.9,-1639.3,59,94.697
426478,319816,1619.324,678,5945.838,803.0715,-128.0675,353.7115,319.4163,1988.004,2370.014,1657.261,194075,108037,2679.79,1057,11708.39,1606.384,-521.1885,437.2556,343.3678,4627.981,3745.442,3870.67,58,95.77
350390,33732,193.2976,175,7459.563,258.9776,116.8551,1663.47,-36.524,620.343,12156.92,2370.725,88686,7147,453.0621,458,8225.035,1080.943,245.2886,2268.962,27.77791,713.4207,17943.54,2804.71,34,112.369
719492,238878,585.1533,378,6463.024,255.2603,180.3412,-142.0067,1401.303,1493.67,852.6526,16483.26,307135,77708,650.4275,670,10994.63,408.3994,568.5116,-931.1759,2150.292,374.0764,1336.69,29404.5,62,162.29
678075,200039,2349.433,840,18577.95,5912.624,-108.6763,9537.493,1057.326,1242.873,18596.94,236.9069,232156,59030,3238.405,1218,27643.32,8851.465,160.6258,14047.36,1665.172,1258.738,29542.22,1155.389,49,214.612
914626,165799,7954.274,1257,21434.8,-8.770958,-416.763,3443.911,1409.061,253.1584,4575.222,720.0675,319124,48969,11209.35,1628,31372.63,69.50125,-372.0714,6750.683,1459.24,1700.791,8061.285,1186.237,55,236.969
915779,184272,15935.91,2268,28617.61,10516.87,476.3978,10446.91,991.5174,1427.01,29804.6,2304.242,299074,52676,21585.17,3490,38991.05,17042.03,719.4294,15813.8,1650.986,1963.138,48877.88,654.9165,49,271.443
538432,218306,336.9735,677,19727.38,286.9645,-153.1773,424.8065,1127.449,868.5956,4401.896,282.4039,193412,62889,724.6179,1265,26618.46,472.4655,-127.8338,388.2387,1660.279,310.5366,8700.17,513.8646,48,276.742
490623,203373,1023.47,320,12318.43,4790.318,110.7956,6613.348,796.538,881.4388,3549.12,-217.1046,184061,59740,1375.48,766,18083.36,7527.516,-15.52236,10404.55,1857.444,1335.756,6460.339,265.9336,50,393.036
606560,158809,20995.78,1680,7122.11,1000.734,-223.3266,2548.618,1870.287,174.123,1734.622,496.9307,209164,48824,29518.48,2754,10905.19,1220.814,-13.83917,5673.532,3002.823,401.1709,2274.89,1019.088,53,431.488
626025,159022,1290.454,583,14055.2,1921.902,-23.44846,4390.657,878.606,1209.763,5639.547,1016.925,228011,48341,1808.418,1119,20706.64,3827.175,54.27556,7075.664,1573.082,149.93,10783.4,1266.159,56,433.725
882516,141092,11.84775,725,39219.24,960.4053,-294.8552,804.921,957.3275,1153.005,4718.034,483.6267,290527,39786,-16.58529,1211,53548.38,811.4552,-194.6321,1145.648,1903.831,1484.856,7133.373,2114.016,50,454.547
565225,236768,6437.685,985,27000.35,2560.565,447.5099,7193.104,663.0668,1201.623,8323.475,987.6708,223836,75031,9225.926,1782,39253.07,4217.655,755.3827,13025.59,838.3497,3148.022,16679.38,470.7166,57,459.865
870879,97200,488.7796,467,8069.976,126.0855,285.5426,1718.604,499.4187,93.23215,1799.414,822.9247,286924,29454,235.3933,808,11537.7,302.4963,-118.9555,3490.13,2328.412,-946.9457,3564.52,1448.042,59,548.592
873016,125771,568.3742,479,7860.128,670.9711,192.8377,2272.8,512.4401,801.0645,1862.193,803.2153,299242,35604,654.1466,1100,11544.45,881.0975,298.4309,3095.972,950.3038,-82.67097,2233.073,2650.432,54,561.304
476324,281082,1840.597,586,5322.765,-52.41719,-108.0335,-267.7628,772.9683,466.2727,-336.2155,5068.004,205725,89296,2470.863,717,8729.73,359.9101,-234.308,-1967.043,1712.33,2647.709,-596.4233,9173.394,59,644.589
