FSC-H,SSC-H,GPR32 - AF488-H,FoxP3-PE-H,CD19 - PE-CF595-H,IgD - PerCP-Cy5.5-H,IFNg-PE-Cy7-H,FPRL1 - AF647-H,Zombie NIR-H,IL-17 - BV421-H,CD24 - BV605-H,CD27 - BV650-H,FSC-A,SSC-A,GPR32 - AF488-A,FoxP3-PE-A,CD19 - PE-CF595-A,IgD - PerCP-Cy5.5-A,IFNg-PE-Cy7-A,FPRL1 - AF647-A,Zombie NIR-A,IL-17 - BV421-A,CD24 - BV605-A,CD27 - BV650-A,Width,Time
897411,136791,1766.19,789,15259.69,148.8185,148.5884,3148.022,537.6684,-287.315,4929.326,2049.673,293094,39232,2191.915,1694,20386.08,939.748,251.3535,4560.691,724.6277,733.7596,9492.648,914.1923,52,7.276
946613,138716,902.1071,623,21108.69,3096.613,-272.8702,4891.794,756.7068,742.7515,2790.101,-392.2235,303626,39171,1808.809,1628,28075.07,4968.038,-567.0516,6924.359,1532.018,-374.6053,5678.715,-563.0692,51,16.903
911639,127961,533.4107,1234,41630.58,82.78204,4.301072,2959.471,872.0096,271.3445,7787.639,251.6286,299989,35186,713.9723,2101,58298.86,-88.28709,188.1471,4636.187,1521.271,463.1281,14267.62,613.5058,52,18.229
741918,141925,1334.323,259,8647.688,479.5238,226.2294,3287.171,3007.42,773.1603,16694.82,-242.5111,246797,40636,2219.552,620,13236.82,612.9805,453.2171,5655.165,4073.591,1193.852,27449.14,-19.38774,54,31.931
947586,187563,3397.907,706,33380.46,10722.88,692.8858,11203.08,986.9492,791.6558,13210.17,320.6525,323719,58162,5013.622,844,46020.73,17355.21,972.6398,18127,1396.229,524.9642,20729.56,146.8955,59,53.107
699675,143896,988.5461,431,18243.89,6155.344,173.091,7544.277,655.7535,1650.812,6913.463,-663.5345,250392,44222,1897.326,647,25409.88,9164.611,684.3803,13259.49,1087.542,1818.16,10440.72,260.5751,58,58.945
914364,182639,735.2145,927,37227,6417.42,-275.6561,8985.492,933.2297,1402.8,9966.093,-63.40846,308007,55596,1437.408,1286,52779.47,10068.94,-326.7387,14025.82,2250.639,2397.296,15720.74,-865.0532,55,69.81
975214,202637,1812.176,1287,39667.25,9470.405,432.4676,9253.153,730.5861,1275.499,17166.11,450.1754,345243,62919,2534.029,2576,53763.68,13663.93,1241.331,14966.29,951.8722,452.1273,27939.5,2215.889,56,92.762
465067,225343,7641.732,1116,32283.44,19053.98,332.0803,22630.78,2256.934,-44.46453,38559.09,3456.988,187079,70015,11149.63,2468,48450.3,30544.91,1129.742,41889.44,3090.45,-517.0656,66931.21,4518.716,52,102.834
488907,140106,623.7908,346,9947.104,375.8208,-114.1042,3754.88,654.5883,322.0201,5462.643,1937.46,149639,37506,1230.307,589,12219.64,840.2173,35.81614,6521.307,1063.045,-1043.282,10816.22,2347.494,44,108.856
973307,179060,1672.605,1581,44264.49,7836.544,0.5411721,19288.03,239.6112,805.5336,18685.58,889.0663,310624,50811,2484.712,2320,58921.34,11901.69,-83.85976,31299.68,34.66342,-134.7629,31578.31,1479.398,49,113.785
421510,178537,426.4628,462,28672.66,3997.017,-235.5136,4485.925,3307.705,355.3921,6643.493,-115.7639,157521,58798,365.1754,916,48132.18,7128.517,-234.5345,8717.195,4716.063,183.2397,12567.41,536.0981,56,130.171
901851,137717,699.1093,719,32062.19,1194.399,-175.2557,2480.598,973.1097,643.8938,3700.163,1039.715,304842,41966,1313.929,1556,42807.53,1996.598,-130.8958,3735.581,1493.934,3327.003,7927.608,100.7392,58,157.867
